据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,注残数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,2,20211229,20211227,OUT,ANSEN,8000,122740600,ALS-040-R,500,RMB,52,,2202,MPTJ,OUT,,,184
MPSH,2,20211229,20220218,OUT,ANSEN,8000,108922700,NSS 7.3.7,2,RMB,2885,,2902,MPJP,IN,,,185
MPSH,2,20211229,20220430,OUT,ANSEN,8000,,CPG-030-T007A-07,10000,RMB,15,,2901,MPTJ,OUT,南京埃斯顿,0140,186
MPSH,2,20211229,20220131,OUT,ANSEN,8000,,BXH-16-10N-03,300,RMB,560,,1401,MPTJ,OUT,南京埃斯顿,0140,187
MPSH,2,20211229,20220630,,YEENROBOT,8000,128721600,SFF-120DS-40B-40B-600N,10,RMB,2400,,2302,MPJP,IN,上海衍恩智能,1090,188
MPSH,2,20211229,20220115,OUT,TAKAMAZZHANGHZ,1000,121911400,SFC-060SA2-15B-19B,10,RMB,311.966,,2301,MPTJ,OUT,友嘉高松,1090,189
MPSH,2,20211229,20220115,OUT,TAKAMAZZHANGHZ,1000,121911400,SFC-060SA2-15B-19B,20,RMB,311.966,,2301,MPTJ,OUT,友嘉高松,1090,190
MPSH,2,20211229,20211229,OUT,MISUMI,8000,128639600,SFC-030DA2-8B-9.525B,2,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,191
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123154200,PSL-K-25-B,7,RMB,243,,2602,MPTJ,OUT,北一大隈,1090,192
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123948400,PSL-G-70,7,RMB,550,,2602,MPTJ,OUT,北一大隈,1090,193
MPSH,2,20211229,20220125,OUT,OKUMA,1000,123948400,PSL-G-70,10,RMB,550,,2602,MPTJ,OUT,北一大隈,1090,194
MPSH,2,20211229,20220217,OUT,OKUMA,1000,123154200,PSL-K-25-B,10,RMB,243,,2602,MPTJ,OUT,北一大隈,1090,195
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123154200,PSL-K-25-B,1,RMB,243,,2602,MPTJ,OUT,北一大隈,1090,196
MPSH,2,20211229,20220217,OUT,OKUMA,1000,123154200,PSL-K-25-B,1,RMB,243,,2602,MPTJ,OUT,北一大隈,1090,197
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123948400,PSL-G-70,1,RMB,550,,2602,MPTJ,OUT,北一大隈,1090,198
MPSH,2,20211229,20210720,OUT,POLYSTAR,1900,,MR-PWS1CBL2M-A1-L,60,RMB,78.7611,,3302,其他,OUT,包利思特,1910,199
MPSH,2,20211229,20210730,OUT,POLYSTAR,1900,,MR-PWS1CBL2M-A1-L,20,RMB,78.7611,,3302,其他,OUT,包利思特,1910,200
MPSH,2,20211229,20210730,OUT,POLYSTAR,1900,,MR-PWS1CBL2M-A1-L,3,RMB,78.7611,,3302,其他,OUT,包利思特,1910,201
MPSH,2,20211229,20211120,OUT,POLYSTAR,1900,,MR-PWS1CBL2M-A1-L,10,RMB,78.7611,,3302,其他,OUT,包利思特,1910,202
MPSH,2,20211229,20220105,OUT,ACE,8000,,ALS-040ARN-14BHA-15BHA,6,RMB,71,,2202,MPTJ,OUT,,,203
MPSH,2,20211229,20220105,OUT,ACE,8000,121766200,SFC-050DA2-24B-24B,10,RMB,225,,2301,MPTJ,OUT,,,204
MPSH,2,20211229,20220105,OUT,ACE,8000,123019800,SFC-090SA2-30B-32B,24,RMB,333,,2301,MPTJ,OUT,,,205
MPSH,2,20211229,20220105,OUT,ACE,8000,122014800,SFC-050SA2-25B-25B,4,RMB,167,,2301,MPTJ,OUT,,,206
MPSH,2,20211229,20220218,OUT,ACE,8000,,SFF-140SS-60K-65K-1000N,2,RMB,1288,,2302,MPJP,IN,,,207
MPSH,2,20211229,20211215,OUT,ACE,8000,126918000,SFF-080SS-25K-32K,3,RMB,357,,2302,MPTJ,OUT,,,208
MPSH,2,20211229,20211229,OUT,ACE,8000,,SFF-100DS-38K-42K,9,RMB,558,,2302,MPTJ,OUT,,,209
MPSH,2,20211229,20220121,OUT,ACE,8000,129013500,ETP-E-015-NH,10,RMB,432,,2601,MPJP,IN,,,210
MPSH,2,20211229,20220121,OUT,ACE,8000,124757900,BXR-12-10-030-24V-24DIN,10,RMB,784,,1401,MPJP,IN,,,211
MPSH,2,20211229,20211229,OUT,ACE,8000,126390500,SFC-060DA2-25B-35B,1,RMB,305,,2301,MPTJ,OUT,,,212
MPSH,2,20211229,20220107,OUT,ACE,8000,106803400,JK42,5,RMB,2056,,3104,MPJP,IN,北人富士,1610,213
MPSH,2,20211229,20220105,OUT,ACE,8000,,ALS-055ARN-20BHA-22BHA,3,RMB,96,,2202,MPTJ,OUT,青岛高测,1010,214
MPSH,2,20211229,20220112,OUT,ACE,8000,123142500,PSL-D-28,10,RMB,380,,2602,MPTJ,OUT,西安北村,1010,215
MPSH,2,20211229,20211222,OUT,ACE,8000,123142500,PSL-D-28,5,RMB,380,,2602,MPTJ,OUT,西安北村,1010,216
MPSH,2,20211229,20211229,OUT,ACE,8000,121505100,SFC-050DA2-19B-20B,1,RMB,214,,2301,MPTJ,OUT,青岛高测,1010,217
MPSH,2,20211229,20221220,OUT,TOYO AUTOMATION,8000,121722200,SFC-040SA2-12B-19B,598,RMB,41.5929,,2301,MPTJ,OUT,东佑达,1210,218
MPSH,2,20211229,20220307,OUT,NING ZHI SHENG,0100,124758000,BXR-14-10-038-24V-28DIN,5,RMB,1132,,1401,MPJP,IN,沈阳新松,0140,219
MPSH,2,20211229,20220218,OUT,ANSEN,8000,129013500,ETP-E-015-NH,200,RMB,310,,2601,MPJP,IN,扬州锻压,1020,220
MPSH,2,20211229,20211217,OUT,ANSEN,8000,111948300,SFS-14G 55H-55H,10,RMB,2446,,2302,MPJP,IN,,,221
MPSH,2,20211229,20220315,OUT,ANSEN,8000,,SFF-100DS-38K-42K,2,RMB,558,,2302,MPTJ,OUT,,,222
MPSH,2,20211229,20220204,OUT,ANSEN,8000,104535400,SFS-05W,5,RMB,572,,2302,MPJP,IN,,,223
MPSH,2,20211229,20220131,OUT,ANSEN,8000,128623900,SFF-100DS-55K-55KM,2,RMB,558,,2302,MPTJ,OUT,,,224
MPSH,2,20211229,20220115,OUT,ANSEN,8000,121399700,SFC-050DA2-22B-24B,2,RMB,204,,2301,MPTJ,OUT,山东鲁南,1010,225
MPSH,2,20211229,20210201,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,10000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,226
MPSH,2,20211229,20201201,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,20000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,227
MPSH,2,20211229,20211020,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,4000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,228
MPSH,2,20211229,20211010,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,10000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,229
MPSH,2,20211229,20220102,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,6000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,230
MPSH,2,20211229,20220208,OUT,MISUMI,8000,121344500,SFC-030DA2-8B-8B,7,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,231
MPSH,2,20211229,20220208,OUT,MISUMI,8000,122027600,SFC-060SA2-17B-24B,2,RMB,257.26,,2301,MPTJ,OUT,米思米,8020,232
MPSH,2,20211229,20220107,OUT,MISUMI,8000,121852000,SFC-050SA2-19B-24B,2,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,233
MPSH,2,20211229,20220112,OUT,MISUMI,8000,121666600,SFC-030SA2-8B-14B,14,RMB,100.85,,2301,MPTJ,OUT,米思米,8020,234
MPSH,2,20211229,20220113,OUT,MISUMI,8000,122887200,ALS-055-R-15B-20B,1,RMB,135.6,,2202,MPTJ,OUT,米思米,8020,235
MPSH,2,20211229,20220113,OUT,MISUMI,8000,122887200,ALS-055-R-15B-20B,1,RMB,135.6,,2202,MPTJ,OUT,米思米,8020,236
MPSH,2,20211229,20220117,OUT,MISUMI,8000,121344500,SFC-030DA2-8B-8B,3,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,237
MPSH,2,20211229,20220117,OUT,MISUMI,8000,122997500,SFC-080DA2-20B-25B,1,RMB,336.75,,2301,MPTJ,OUT,米思米,8020,238
MPSH,2,20211229,20220201,OUT,LG MAZAK,1000,128540400,SFF-080SS-T076N,15,RMB,1193.16,,2302,MPJP,IN,宁夏小巨人,1010,239
MPSH,2,20211229,20220404,OUT,LG MAZAK,1000,128540400,SFF-080SS-T076N,5,RMB,1193.16,,2302,MPJP,IN,小巨人,1010,240
MPSH,2,20211229,20220310,OUT,HANZ,8000,129013500,ETP-E-015-NH,100,RMB,265,,2601,MPJP,IN,江苏开璇,9099,241
MPSH,2,20211229,20220220,OUT,HANZ,8000,129013500,ETP-E-015-NH,310,RMB,265,,2601,MPJP,IN,江苏开璇,9099,242
MPSH,2,20211229,20220204,OUT,ACE,8000,,SFH-190S-55H-55H 海外,1,RMB,4395,,2302,MPJP,IN,,,243
MPSH,2,20211229,20220105,OUT,ACE,8000,,ALS-040ARN-14BHA-20BHA,3,RMB,71,,2202,MPTJ,OUT,,,244
MPSH,2,20211229,20220105,OUT,ACE,8000,123003700,SFC-080DA2-32B-35B,8,RMB,333,,2301,MPTJ,OUT,,,245
MPSH,2,20211229,20211229,OUT,ACE,8000,121922500,SFC-060DA2-16B-24B,1,RMB,305,,2301,MPTJ,OUT,,,246
MPSH,2,20211229,20211215,OUT,ACE,8000,127343300,SFC-060DA2-28B-35B,300,RMB,171,,2301,MPTJ,OUT,江苏厚道,1030,247
MPSH,2,20211229,20211001,OUT,ACE,8000,127634800,SFC-055DA2-22B-22B,60,RMB,241,,2301,MPJP,IN,青岛高测,1010,248
MPSH,2,20211229,20220121,OUT,ACE,8000,103187300,102-04-31 24V R8MM A8DIN,95,RMB,212,,1101,MPJP,IN,北京阿奇,1010,249
MPSH,2,20211229,20211229,OUT,ACE,8000,,ALS-055ARN-17BHA-22BHA,4,RMB,106,,2202,MPTJ,OUT,,,250
MPSH,2,20211229,20211229,OUT,ACE,8000,,ALS-065ARN-35BHA-38BHA,1,RMB,143,,2202,MPTJ,OUT,宁波海天,1010,251
MPSH,2,20211229,20220105,OUT,ACE,8000,,SFF-090SS-38KK-40K,1,RMB,341,,2302,MPTJ,OUT,宁波海天,1010,252
MPSH,2,20211229,20220117,OUT,NICHIDEN,8000,121769900,SFC-030SA2-6B-8B,5,RMB,116,,2301,MPTJ,OUT,嘉睦科技,0190,253
MPSH,2,20211229,20220407,OUT,NICHIDEN,8000,104366900,CF-A-050-S0-1360,15,RMB,466,,2101,,,罗姆半导体,1190,254
MPSH,2,20211229,20220407,OUT,NICHIDEN,8000,104314000,CF-A-016-O0-1360,20,RMB,257,,2101,MPJP,IN,罗姆半导体,1190,255
MPSH,2,20211229,20220410,OUT,BANGSHENG,8000,662152,318.25.4.4(662152),50,RMB,1590,,1501,其他,OUT,常德烟草,9090,256
MPSH,2,20211229,20220107,OUT,ANSEN,8000,130594400,SFF-120DS-40KJ-55KJ-600N,11,RMB,1150,,2302,MPJP,IN,广东台一,1910,257
MPSH,2,20211229,20220122,OUT,ANSEN,8000,,111-08-11N 24V 15JIS,2,RMB,140,,1301,MPTJ,OUT,安徽绩溪,9002,258
MPSH,2,20211229,20220122,OUT,ANSEN,8000,,CS-08-35N 24V R15JIS A15JIS,2,RMB,284,,1301,MPTJ,OUT,安庆恒昌,1640,259
MPSH,2,20211229,20220108,OUT,ANSEN,8000,123429800,CS-08-33G 24V 15DIN,2,RMB,337,,1301,MPTJ,OUT,,,260
MPSH,2,20211229,20220110,OUT,ANSEN,8000,123146800,PSL-G-50,1,RMB,173,,2602,MPTJ,OUT,,,261
MPSH,2,20211229,20220115,OUT,TAKAMAZZHANGHZ,1000,121582100,SFC-050SA2-12B-14B,10,RMB,207.692,,2301,MPTJ,OUT,友嘉高松,1090,262
MPSH,2,20211229,20220126,OUT,MISUMI,8000,121843200,SFC-040SA2-14B-19B,10,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,263
MPSH,2,20211229,20220126,OUT,MISUMI,8000,121355200,SFC-020SA2-8B-10B,3,RMB,89.74,,2301,MPTJ,OUT,米思米,8020,264
MPSH,2,20211229,20220110,OUT,MISUMI,8000,121478200,SFC-040DA2-12B-19B,10,RMB,162.39,,2301,MPTJ,OUT,米思米,8020,265
MPSH,2,20211229,20211229,OUT,MISUMI,8000,121769900,SFC-030SA2-6B-8B,2,RMB,100.85,,2301,MPTJ,OUT,米思米,8020,266
MPSH,2,20211229,20211229,OUT,MISUMI,8000,121355200,SFC-020SA2-8B-10B,4,RMB,89.74,,2301,MPTJ,OUT,米思米,8020,267
MPSH,2,20211229,20220105,OUT,YAMAZEN-SH,8000,,SFC-050SA2-T122,100,RMB,220,,2301,MPTJ,OUT,西铁城,1090,268
MPSH,2,20211229,20220329,OUT,YAMAZEN-SH,8000,,SFC-050SA2-T122,100,RMB,220,,2301,MPTJ,OUT,西铁城,1090,269
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123146800,PSL-G-50,14,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,270
MPSH,2,20211229,20220125,OUT,OKUMA,1000,123146800,PSL-G-50,20,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,271
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123146800,PSL-G-50,12,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,272
MPSH,2,20211229,20220104,OUT,OKUMA,1000,123146800,PSL-G-50,2,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,273
MPSH,2,20211229,20211231,OUT,BITPASS,8000,121478200,SFC-040DA2-12B-19B,30,RMB,73,,2301,MPTJ,OUT,昆山杰士德,1190,274
MPSH,2,20211229,20220104,OUT,BITPASS,8000,121808800,SFC-010DA2-5B-6B,2,RMB,60,,2301,MPTJ,OUT,苏州迈为,1190,275
MPSH,2,20211229,20211230,OUT,BITPASS,8000,,ALS-040ARN-15BHA-16BHA,50,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,276
MPSH,2,20211229,20220107,OUT,BITPASS,8000,121732900,SFC-060DA2-20B-20B,20,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,277
MPSH,2,20211229,20220214,OUT,BITPASS,8000,127113000,SFF-090DS-35B-40B-300N,2,RMB,1172,,2302,MPJP,IN,东伸机电,2390,278
MPSH,2,20211229,20220110,OUT,HEXI,8000,,SFF-080DS-28K-32KK,4,RMB,410,,2302,MPTJ,OUT,东莞普锐米勒,9004,279
MPSH,2,20211229,20211231,OUT,BITPASS,8000,125974800,SFC-025DA2-10B-10B,12,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,280
MPSH,2,20211229,20211230,OUT,BITPASS,8000,125974800,SFC-025DA2-10B-10B,8,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,281
MPSH,2,20211229,20220104,OUT,BITPASS,8000,123429800,CS-08-33G 24V 15DIN,20,RMB,337,,1301,MPTJ,OUT,上海仕泽,9004,282
MPSH,2,20211229,20220105,OUT,ACE,8000,,CS-08-33N 24V 15DIN,1,RMB,222,,1301,MPTJ,OUT,,,283
MPSH,2,20211229,20220105,OUT,ACE,8000,121727700,SFC-035SA2-8B-14B,10,RMB,102,,2301,MPTJ,OUT,,,284
MPSH,2,20211229,20211124,OUT,ACE,8000,127322600,SFF-100DS-40K-40KK,35,RMB,510,,2302,MPTJ,OUT,宁波海天,1010,285
MPSH,2,20211229,20220105,OUT,ACE,8000,,SFC-080SA2-T224,10,RMB,231,,2301,MPTJ,OUT,杭州友佳,1010,286
MPSH,2,20211229,20220105,OUT,ACE,8000,,SFC-080DA2-T090,54,RMB,262,,2301,MPTJ,OUT,杭州友佳,1010,287
MPSH,2,20211229,20220121,OUT,ACE,8000,130319600,SFF-140DS-75KJ-75KJ-1000N,5,RMB,1600,,2302,MPJP,IN,北京阿奇,1010,288
MPSH,2,20211229,20220105,OUT,ACE,8000,,101-06-15N 24V R12DIN A12DIN,1,RMB,215,,1301,MPTJ,OUT,,,289
MPSH,2,20211229,20211208,OUT,SHIMPO,0100,120770300,BXH-08-10-A-60,660,RMB,210.58,,1401,MPJP,IN,电产新宝,0140,290
MPSH,2,20211229,20220408,OUT,SHIMPO,0100,120770300,BXH-08-10-A-60,660,RMB,210.58,,1401,MPJP,IN,电产新宝,0140,291
MPSH,2,20211229,20220114,OUT,SHIMPO,0100,120770300,BXH-08-10-A-60,330,RMB,210.58,,1401,MPJP,IN,电产新宝,0140,292
MPSH,2,20211229,20220310,OUT,SHIMPO,0100,120770300,BXH-08-10-A-60,660,RMB,210.58,,1401,MPJP,IN,电产新宝,0140,293
MPSH,2,20211229,20211229,OUT,ACE,8000,,ALS-055ARN-20BHA-24BHA,38,RMB,99,,2202,MPTJ,OUT,宁波海天,1010,294
MPSH,2,20211229,20220105,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,295
MPSH,2,20211229,20220105,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,296
MPSH,2,20211229,20220106,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,297
MPSH,2,20211229,20220209,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,298
MPSH,2,20211229,20220211,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,299
MPSH,2,20211229,20220211,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,300
MPSH,2,20211229,20220301,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,301
MPSH,2,20211229,20220225,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,302
MPSH,2,20211229,20220125,OUT,AMADA,1000,112233000,AK-185-AV,30,RMB,1193.97,,3101,MPJP,IN,天田机床,1090,303
MPSH,2,20211229,20211217,OUT,ANSEN,8000,125045100,SFS-14G 42H-42H,10,RMB,2262,,2302,MPJP,IN,湖州惠盛,1610,304
MPSH,2,20211229,20220120,OUT,ANSEN,8000,122998100,SFC-080DA2-20B-35B,4,RMB,314,,2301,MPTJ,OUT,苏州宝玛,9002,305
MPSH,2,20211229,20220108,OUT,ANSEN,8000,121431600,SFC-010SA2-6B-6B,2,RMB,82,,2301,MPTJ,OUT,,,306
MPSH,2,20211229,20220115,OUT,ANSEN,8000,,CS-08-31N 24V R15DIN A15DIN,1,RMB,253,,1301,MPTJ,OUT,,,307
MPSH,2,20211229,20220108,OUT,ANSEN,8000,121945600,SFC-050DA2-19B-19B,50,RMB,204,,2301,MPTJ,OUT,山东鲁南,1010,308
MPSH,2,20211229,20220126,OUT,MISUMI,8000,121658500,SFC-060DA2-19B-19B,1,RMB,303.42,,2301,MPTJ,OUT,米思米,8020,309
MPSH,2,20211229,20220221,OUT,MISUMI,8000,121437000,SFC-035SA2-12B-12B,4,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,310
MPSH,2,20211229,20220311,OUT,MISUMI,8000,121437000,SFC-035SA2-12B-12B,8,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,311
MPSH,2,20211229,20220412,OUT,MISUMI,8000,121437000,SFC-035SA2-12B-12B,4,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,312
MPSH,2,20211229,20220512,OUT,MISUMI,8000,121437000,SFC-035SA2-12B-12B,4,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,313
MPSH,2,20211229,20220610,OUT,MISUMI,8000,121437000,SFC-035SA2-12B-12B,4,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,314
MPSH,2,20211229,20220126,OUT,MISUMI,8000,123006200,SFC-080SA2-24B-24B,2,RMB,284.62,,2301,MPTJ,OUT,米思米,8020,315
MPSH,2,20211229,20220228,OUT,YAMAZEN-SH,8000,121375600,SFC-030DA2-10B-11B,1,RMB,128,,2301,MPTJ,OUT,上海岛津,1510,316
MPSH,2,20211229,20220103,OUT,HANZ,8000,124562800,SFF-070SS-22K-25K,100,RMB,250,,2302,MPTJ,OUT,徐州协鑫,9099,317
MPSH,2,20211229,20220114,OUT,HANZ,8000,124562800,SFF-070SS-22K-25K,40,RMB,250,,2302,MPTJ,OUT,徐州协鑫,9099,318
MPSH,2,20211229,20220129,OUT,HANZ,8000,124562800,SFF-070SS-22K-25K,236,RMB,250,,2302,MPTJ,OUT,徐州协鑫,9099,319
MPSH,2,20211229,20220125,OUT,OKUMA,1000,123146400,PSL-G-40,9,RMB,115,,2602,MPTJ,OUT,北一大隈,1090,320
MPSH,2,20211229,20220217,OUT,OKUMA,1000,123146400,PSL-G-40,6,RMB,115,,2602,MPTJ,OUT,北一大隈,1090,321
MPSH,2,20211229,20210720,OUT,POLYSTAR,1900,,MR-J4-20B,20,RMB,1802.6549,,3401,其他,OUT,包利思特,1910,322
MPSH,2,20211229,20220105,OUT,ACE,8000,,111-12-11N 24V 25DIN,1,RMB,247,,1301,MPTJ,OUT,,,323
MPSH,2,20211229,20220105,OUT,ACE,8000,,ALS-080ARN-35BHA-40BHA,20,RMB,227,,2202,MPTJ,OUT,,,324
MPSH,2,20211229,20220105,OUT,ACE,8000,123007200,SFC-080SA2-25B-32B,8,RMB,285,,2301,MPTJ,OUT,,,325
MPSH,2,20211229,20220105,OUT,ACE,8000,121349200,SFC-020SA2-8B-8B,4,RMB,85,,2301,MPTJ,OUT,,,326
MPSH,2,20211229,20220105,OUT,ACE,8000,121724700,SFC-040DA2-10B-14B,4,RMB,160,,2301,MPTJ,OUT,,,327
MPSH,2,20211229,20220105,OUT,ACE,8000,123007200,SFC-080SA2-25B-32B,2,RMB,285,,2301,MPTJ,OUT,,,328
MPSH,2,20211229,20220218,OUT,ACE,8000,130562900,SFF-140SS-60K-70K-1000N,2,RMB,1288,,2302,MPJP,IN,,,329
MPSH,2,20211229,20211229,OUT,ACE,8000,122299400,111-08-13G 24V,5,RMB,165,,1301,MPTJ,OUT,,,330
MPSH,2,20211229,20220105,OUT,ACE,8000,,PE-155-MAT-20H,20,RMB,245,,3101,MPTJ,OUT,绍武振达,9003,331
MPSH,2,20211229,20220105,OUT,ACE,8000,,SFC-080SA2-T222,50,RMB,197,,2301,MPTJ,OUT,杭州友佳,1010,332
MPSH,2,20211229,20211208,OUT,ACE,8000,,ALS-065ARN-28BHA-35BHA,406,RMB,114,,2202,MPTJ,OUT,山东顺佳,1010,333
MPSH,2,20211229,20220105,OUT,ACE,8000,,ALS-055ARN-19BHA-20BHA,21,RMB,99,,2202,MPTJ,OUT,江苏匠准,9099,334
MPSH,2,20211229,20220105,OUT,ACE,8000,,101-12-13N 24V 25JIS,1,RMB,267,,1301,MPTJ,OUT,,,335
MPSH,2,20211229,20220307,OUT,NING ZHI SHENG,0100,124757800,BXR-10-10-016-24V-24DIN,7,RMB,756,,1401,MPJP,IN,沈阳新松,0140,336
MPSH,2,20211229,20220204,OUT,ANSEN,8000,071080100,AL-070,300,RMB,25,,2202,MPJP,IN,上海新闵太阳,1610,337
MPSH,2,20211229,20220108,OUT,ANSEN,8000,121846400,SFC-060DA2-22B-24B,11,RMB,305,,2301,MPTJ,OUT,,,338
MPSH,2,20211229,20220107,OUT,ANSEN,8000,103574300,546-32-34-NS 24V 65DIN,2,RMB,12353,,1501,MPJP,IN,,,339
MPSH,2,20211229,20220107,OUT,ANSEN,8000,033031200,SD-50-20L,2,RMB,433,,3107,MPJP,IN,,,340
MPSH,2,20211229,20220204,OUT,ANSEN,8000,071081100,AL-075,2,RMB,54,,2202,MPJP,IN,,,341
MPSH,2,20211229,20220204,OUT,ANSEN,8000,071081100,AL-075,1,RMB,54,,2202,MPJP,IN,,,342
MPSH,2,20211229,20220103,OUT,ANSEN,8000,,BXL-10-10N-015-24V-20,2,RMB,309,,1401,MPTJ,OUT,,,343
MPSH,2,20211229,20211229,OUT,MISUMI,8000,121349200,SFC-020SA2-8B-8B,5,RMB,89.74,,2301,MPTJ,OUT,米思米,8020,344
MPSH,2,20211229,20220126,OUT,MISUMI,8000,121713300,SFC-030SA2-8B-9B,8,RMB,100.85,,2301,MPTJ,OUT,米思米,8020,345
MPSH,2,20211229,20220228,OUT,YAMAZEN-SH,8000,121931500,SFC-050SA2-18B-18B,40,RMB,169,,2301,MPTJ,OUT,岛津,1510,346
MPSH,2,20211229,20211120,OUT,POLYSTAR,1900,,GT2705-VTBD,10,RMB,5124.7788,,3302,其他,OUT,包利思特,1910,347
MPSH,2,20211229,20220430,OUT,POLYSTAR,1900,,GT2705-VTBD,10,RMB,5124.7788,,3302,其他,OUT,包利思特,9099,348
MPSH,2,20211229,20220104,OUT,SUNWA,8000,121758400,SFC-050SA2-17B-24B,10,RMB,204,,2301,MPTJ,OUT,苏州松下,1730,349
MPSH,2,20211229,20220225,OUT,BITPASS,8000,121821700,SFC-005SA2-4B-5B,20,RMB,132,,2301,MPJP,IN,杭州长川,1510,350
MPSH,2,20211229,20211230,OUT,BITPASS,8000,121349200,SFC-020SA2-8B-8B,92,RMB,41,,2301,MPTJ,OUT,昆山杰士德,1190,351
MPSH,2,20211229,20211229,OUT,BITPASS,8000,121349200,SFC-020SA2-8B-8B,13,RMB,41,,2301,MPTJ,OUT,昆山杰士德,1190,352
MPSH,2,20211229,20211229,OUT,BITPASS,8000,121609100,SFC-060SA2-17B-22B,40,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,353
MPSH,2,20211229,20220106,OUT,FTS-SHENZHENG,8000,121829400,SFC-035DA2-10B-16B,2,RMB,120,,2301,MPTJ,OUT,深圳易天,1190,354
MPSH,2,20211229,20220118,OUT,BITPASS,8000,121943900,SFC-050DA2-10B-19B,10,RMB,101,,2301,MPTJ,OUT,昆山杰士德,1190,355
MPSH,2,20211229,20220106,OUT,BITPASS,8000,121937800,SFC-050DA2-24B-25B,2,RMB,101,,2301,MPTJ,OUT,昆山杰士德,1190,356
MPSH,2,20211229,20211229,OUT,BITPASS,8000,,ALS-040ARN-T013,30,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,357
MPSH,2,20211229,20220208,OUT,BITPASS,8000,,SFF-100DS-45K-55K,2,RMB,470,,2302,MPTJ,OUT,青岛大东,1020,358
MPSH,2,20211229,20220301,OUT,BITPASS,8000,131491300,SFF-100SS-35BJ-38BK-450N,12,RMB,1139,,2302,MPJP,IN,上海仕泽,9004,359
MPSH,2,20211229,20220107,OUT,BITPASS,8000,126037600,SFC-040SA2-12B-20B,2,RMB,53,,2301,MPTJ,OUT,上海联泰,1190,360
MPSH,2,20211229,20220107,OUT,BITPASS,8000,,SFC-060DA2-28B-32B,2,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,361
MPSH,2,20211229,20220301,OUT,THK,1000,121831500,SFC-060SA2-30B-30B,1,RMB,310,,2301,MPTJ,OUT,常州THK,0290,362
MPSH,2,20211229,20220404,OUT,THK,1000,121831500,SFC-060SA2-30B-30B,1,RMB,310,,2301,MPTJ,OUT,常州THK,0290,363
